Press_Altitude(m),Pressure(hPa),BME_Temp(C),Humidity(%),Gas(KOhms),TMP117_Temp(C),Battery_Voltage,TimeSinceStart
14915.55,117.53,-30,34.07,106.75,-26.7031,1.4,6507288
14929.87,117.22,-30.02,34.41,105.67,-26.7266,1.41,6512287
14944.7,116.91,-30.05,34.34,105.8,-26.7578,1.41,6517293
14961,116.58,-30.07,34.33,105.67,-26.7734,1.41,6522290
14977.34,116.24,-30.1,33.96,105.34,-26.8125,1.41,6527291
14994.2,115.9,-30.12,33.94,106,-26.8281,1.41,6532292
15010.62,115.56,-30.15,34.29,106,-26.8516,1.41,6537293
15026.59,115.22,-30.17,34.01,105.87,-26.875,1.41,6542295
15042.6,114.89,-30.19,34.25,106.27,-26.8984,1.41,6547300
15059.14,114.56,-30.22,34.01,106.41,-26.9219,1.41,6552299
15075.22,114.22,-30.24,34.07,105.87,-26.9297,1.41,6557298
15091.83,113.89,-30.26,33.81,105.94,-26.9687,1.41,6562299
15108,113.55,-30.28,33.91,105.67,-26.9766,1.41,6567301
15123.7,113.22,-30.3,34.12,106.54,-27.0078,1.42,6572302
15139.45,112.91,-30.32,33.76,106.14,-27.0391,1.41,6577307
15155.72,112.58,-30.35,33.94,105.61,-27.0547,1.41,6582304
15171.54,112.26,-30.37,33.61,105.61,-27.0703,1.42,6587305
15187.89,111.93,-30.39,34,105.94,-27.0859,1.42,6592309
15205.28,111.59,-30.41,33.58,105.87,-27.1172,1.41,6597308
15221.71,111.27,-30.44,33.57,105.67,-27.1484,1.42,6602309
15238.18,110.92,-30.46,33.89,107.02,-27.1719,1.42,6607314
15255.19,110.58,-30.48,33.48,105.67,-27.1797,1.41,6612312
15271.75,110.25,-30.51,33.72,105.67,-27.2109,1.42,6617313
15287.83,109.93,-30.53,33.69,105.94,-27.2266,1.42,6622314
15303.97,109.6,-30.56,33.68,106.27,-27.25,1.42,6627315
15319.12,109.29,-30.58,33.42,105.54,-27.2812,1.42,6632316
15334.81,109,-30.6,33.81,105.61,-27.2969,1.42,6637326
15350.54,108.68,-30.62,33.56,105.94,-27.3281,1.42,6642319
15366.31,108.37,-30.65,33.67,106.68,-27.3516,1.42,6647320
15381.61,108.08,-30.67,33.35,106.21,-27.375,1.42,6652321
15396.42,107.78,-30.69,33.67,106.81,-27.3828,1.42,6657323
15411.78,107.48,-30.71,33.71,106.21,-27.4141,1.42,6662324
15426.66,107.18,-30.73,33.23,106.75,-27.4297,1.42,6667329
15441.58,106.9,-30.76,33.37,106.07,-27.4531,1.42,6672326
15456.02,106.61,-30.78,33.38,106.27,-27.4687,1.42,6677329
15469.96,106.33,-30.8,33.42,106.68,-27.5,1.43,6682329
15483.94,106.06,-30.82,33.47,106.47,-27.5156,1.43,6687330
15498.46,105.79,-30.84,33.5,106.34,-27.5312,1.44,6692331
15513.01,105.51,-30.87,33.42,105.87,-27.5781,1.44,6697336
15527.08,105.24,-30.89,33.33,106.21,-27.5859,1.44,6702333
15541.69,104.96,-30.91,33.31,106.34,-27.6172,1.44,6707335
15556.34,104.68,-30.93,33.34,106.21,-27.6328,1.44,6712336
15569.97,104.41,-30.95,33.33,106,-27.6484,1.44,6717339
15584.15,104.14,-30.97,33.16,106.34,-27.6719,1.44,6722338
15597.84,103.88,-30.99,33.33,107.22,-27.6875,1.44,6727344
15612.08,103.62,-31.01,33.04,106.07,-27.7187,1.44,6732341
15625.29,103.36,-31.03,33.27,106.54,-27.7266,1.44,6737342
15640.12,103.09,-31.05,32.99,106.68,-27.7656,1.44,6742343
15653.92,102.82,-31.08,33.3,106.88,-27.7656,1.44,6747344
15667.75,102.57,-31.1,33.2,106.21,-27.7891,1.44,6752346
15681.61,102.3,-31.11,32.95,106.61,-27.8125,1.45,6757351
15695.49,102.04,-31.13,33.07,107.36,-27.8359,1.44,6762350
15708.87,101.78,-31.16,32.85,106.41,-27.8516,1.44,6767349
15723.35,101.53,-31.18,33,107.08,-27.8906,1.45,6772350
15736.78,101.26,-31.2,33.23,107.36,-27.8906,1.45,6777352
15749.7,101.02,-31.22,33.22,106.81,-27.9219,1.46,6782353
15763.73,100.77,-31.24,33.03,107.29,-27.9375,1.46,6787358
15778.33,100.5,-31.26,33.02,107.36,-27.9609,1.46,6792355
15791.87,100.25,-31.27,33.17,106.81,-27.9766,1.46,6797357
15805.44,99.99,-31.29,32.72,107.5,-28,1.45,6802360
15820.13,99.74,-31.31,32.86,107.63,-28.0312,1.46,6807359
15833.76,99.48,-31.33,32.67,106.95,-28.0469,1.46,6812358
15847.42,99.23,-31.35,33.05,106.95,-28.0703,1.46,6817366
15861.1,98.97,-31.38,32.81,106.61,-28.0937,1.46,6822361
15874.27,98.74,-31.39,33.05,107.22,-28.1094,1.46,6827362
15888.56,98.49,-31.41,32.64,107.02,-28.125,1.46,6832363
15903.43,98.21,-31.43,32.77,106.68,-28.1406,1.46,6837364
15917.23,97.96,-31.44,32.73,106.47,-28.1641,1.46,6842368
15932.16,97.7,-31.46,32.52,107.02,-28.1875,1.46,6847377
15946.58,97.43,-31.48,32.9,106.47,-28.2109,1.47,6852368
15959.91,97.18,-31.49,32.8,106.88,-28.2187,1.46,6857369
15974.95,96.92,-31.51,32.93,107.63,-28.2266,1.47,6862372
15990.57,96.66,-31.52,32.51,107.63,-28.25,1.47,6867372
16005.11,96.38,-31.54,32.48,106.47,-28.2734,1.47,6872375
16019.12,96.13,-31.55,32.77,107.02,-28.2734,1.47,6877380
16034.29,95.87,-31.56,32.76,106.14,-28.2969,1.47,6882377
16048.93,95.6,-31.58,32.63,107.5,-28.3203,1.47,6887380
16064.73,95.33,-31.59,32.7,106.68,-28.3281,1.47,6892380
16080,95.06,-31.6,32.64,106.34,-28.3437,1.48,6897379
16095.87,94.78,-31.61,32.64,106,-28.3594,1.48,6902380
16111.22,94.51,-31.62,32.65,106.14,-28.375,1.48,6907387
16126.02,94.25,-31.63,32.6,107.02,-28.3828,1.48,6912382
16140.87,93.98,-31.64,32.48,106.75,-28.3984,1.48,6917384
16155.17,93.73,-31.65,32.72,106.47,-28.4062,1.48,6922387
16170.08,93.47,-31.66,32.56,106.61,-28.4219,1.48,6927386
16185.59,93.21,-31.67,32.33,106.68,-28.4375,1.48,6932391
16199.99,92.95,-31.68,32.72,106.34,-28.4453,1.49,6937395
16216.73,92.67,-31.69,32.36,106.54,-28.4687,1.49,6942390
16231.78,92.4,-31.7,32.62,105.8,-28.4687,1.48,6947391
16248.02,92.13,-31.71,32.47,105.61,-28.4844,1.48,6952392
16262.56,91.87,-31.72,32.63,106.75,-28.4922,1.48,6957395
16278.3,91.6,-31.72,32.22,106.27,-28.5078,1.48,6962395
16294.65,91.33,-31.73,32.22,106.14,-28.5234,1.49,6967402
16308.71,91.07,-31.74,32.47,106.54,-28.5391,1.49,6972401
16323.97,90.82,-31.75,32.6,106.41,-28.5391,1.49,6977398
16339.26,90.56,-31.75,32.43,106.07,-28.5469,1.49,6982400
16354.59,90.3,-31.76,32.31,106.34,-28.5703,1.5,6987401
16369.36,90.05,-31.77,32.22,106.54,-28.5781,1.5,6992402
16385.36,89.79,-31.78,32.16,106,-28.5937,1.5,6997409
16400.79,89.52,-31.79,32.11,106.07,-28.6172,1.49,7002404
16415.67,89.26,-31.8,32.24,105.87,-28.6328,1.5,7007406
16431.18,89.02,-31.81,32.18,106.21,-28.6406,1.5,7012407
16446.12,88.75,-31.82,32.43,107.08,-28.6562,1.5,7017412
16461.11,88.51,-31.83,32.06,105.67,-28.6797,1.5,7022409
16476.72,88.25,-31.84,32.08,105.87,-28.6953,1.5,7027417
16492.38,87.99,-31.86,32.03,106.47,-28.7031,1.5,7032412
16506.86,87.75,-31.87,32.41,106.27,-28.7031,1.5,7037413
16521.98,87.5,-31.87,32.39,106.68,-28.7266,1.5,7042414
16536.53,87.25,-31.88,32.12,105.67,-28.7422,1.5,7047415
16551.72,87.01,-31.89,32,106.27,-28.7578,1.5,7052417
16566.95,86.76,-31.9,32.12,106.07,-28.7734,1.5,7057428
16581.6,86.51,-31.91,32.29,106.61,-28.7734,1.5,7062419
16595.06,86.28,-31.92,32.24,105.54,-28.7891,1.5,7067420
16610.38,86.05,-31.93,31.97,105.67,-28.8125,1.51,7072421
16625.75,85.8,-31.94,32.36,105.41,-28.8125,1.51,7077423
16640.53,85.55,-31.95,32.32,106.34,-28.8281,1.51,7082424
16656.58,85.3,-31.96,31.91,105.67,-28.8516,1.51,7087431
16672.67,85.04,-31.97,31.87,106.21,-28.8672,1.51,7092426
16690.67,84.77,-31.98,32.16,105.61,-28.875,1.51,7097427
16705.6,84.5,-31.99,32.28,106.54,-28.8828,1.51,7102435
16721.82,84.25,-32,32.09,105.74,-28.8906,1.51,7107430
16738.7,83.99,-32.01,31.86,106,-28.9141,1.51,7112431
16754.37,83.72,-32.02,32.17,105.8,-28.9219,1.51,7117441
16770.71,83.47,-32.03,32.2,106.21,-28.9375,1.51,7122434
16787.71,83.21,-32.04,31.81,105.34,-28.9609,1.51,7127435
16803.5,82.94,-32.05,32.14,105.34,-28.9609,1.51,7132436
16820.6,82.69,-32.06,32.05,105.67,-28.9687,1.51,7137437
16836.47,82.43,-32.07,31.93,106.07,-28.9844,1.51,7142438
16852.38,82.17,-32.08,32.15,105.61,-29,1.52,7147446
16869.6,81.92,-32.09,31.75,105.41,-29.0078,1.51,7152441
16886.24,81.65,-32.1,32.1,105.74,-29.0234,1.52,7157442
16902.27,81.4,-32.11,31.73,105.34,-29.0312,1.52,7162445
16918.34,81.15,-32.12,32.12,105.27,-29.0391,1.52,7167447
16933.81,80.9,-32.13,32.06,105.27,-29.0469,1.52,7172446
16949.31,80.66,-32.13,31.96,105.21,-29.0625,1.52,7177453
16964.2,80.42,-32.14,32.07,105.27,-29.0781,1.52,7182448
16979.78,80.2,-32.15,31.72,105.41,-29.0937,1.51,7187453
16996.05,79.94,-32.16,31.65,105.14,-29.1094,1.52,7192451
17011.71,79.7,-32.17,31.68,105.34,-29.1328,1.52,7197454
17027.4,79.47,-32.18,31.89,104.75,-29.1484,1.52,7202455
17043.79,79.21,-32.19,31.68,105.08,-29.1484,1.53,7207460
17060.22,78.96,-32.2,31.6,105.08,-29.1641,1.52,7212455
17075.37,78.72,-32.22,31.61,104.88,-29.1797,1.52,7217459
17090.56,78.51,-32.23,31.99,104.88,-29.1953,1.53,7222460
17105.12,78.27,-32.24,31.59,104.62,-29.2031,1.53,7227459
17119.72,78.05,-32.25,31.92,104.95,-29.2109,1.53,7232460
17134.35,77.84,-32.26,31.58,104.62,-29.2344,1.53,7237468
17149.68,77.61,-32.26,31.53,104.55,-29.2422,1.53,7242463
17165.04,77.38,-32.27,31.92,104.75,-29.2422,1.53,7247464
17180.45,77.16,-32.28,31.82,104.68,-29.2656,1.53,7252467
17193.2,76.95,-32.29,31.89,104.82,-29.2734,1.53,7257468
17208.67,76.73,-32.3,31.74,104.88,-29.2891,1.53,7262470
17224.86,76.49,-32.31,31.45,104.43,-29.2969,1.53,7267475
17239.73,76.27,-32.32,31.78,104.88,-29.3047,1.53,7272474
17254.64,76.04,-32.32,31.86,104.17,-29.3125,1.53,7277473
17269.58,75.82,-32.33,31.81,104.62,-29.3359,1.53,7282475
17283.88,75.61,-32.34,31.66,104.43,-29.3281,1.53,7287476
17298.89,75.39,-32.35,31.79,104.1,-29.3437,1.53,7292475
17313.25,75.18,-32.35,31.37,104.68,-29.3516,1.53,7297482
17326.27,74.98,-32.36,31.74,104.49,-29.3594,1.53,7302477
17340.01,74.78,-32.37,31.64,103.78,-29.3672,1.54,7307481
17352.4,74.6,-32.38,31.61,104.29,-29.3828,1.54,7312482
17365.5,74.41,-32.38,31.51,104.29,-29.3984,1.53,7317485
17377.94,74.23,-32.39,31.68,103.72,-29.4062,1.54,7322484
17391.09,74.04,-32.4,31.59,103.52,-29.4219,1.54,7327490
17404.97,73.85,-32.41,31.32,104.17,-29.4375,1.54,7332487
17418.88,73.65,-32.42,31.54,103.97,-29.4453,1.54,7337488
17432.12,73.45,-32.42,31.32,104.04,-29.4531,1.53,7342489
17444.69,73.26,-32.43,31.22,105.08,-29.4531,1.53,7347490
17458.69,73.08,-32.44,31.52,104.04,-29.4766,1.54,7352489
17472.72,72.88,-32.44,31.42,104.04,-29.4766,1.54,7357501
17486.77,72.68,-32.45,31.25,103.84,-29.4844,1.54,7362492
17500.16,72.48,-32.45,31.23,103.52,-29.5,1.54,7367495
17512.87,72.29,-32.46,31.62,103.72,-29.5078,1.54,7372496
17528.43,72.09,-32.47,31.24,103.59,-29.5234,1.55,7377498
17542.61,71.88,-32.47,31.62,103.59,-29.5234,1.55,7382499
17557.54,71.67,-32.48,31.41,103.65,-29.5391,1.55,7387504
17572.5,71.47,-32.48,31.36,103.59,-29.5469,1.55,7392501
17588.22,71.25,-32.49,31.3,103.4,-29.5547,1.55,7397502
17602.54,71.04,-32.5,31.16,103.4,-29.5547,1.55,7402506
17617.61,70.84,-32.51,31.38,103.52,-29.5781,1.55,7407505
17631.99,70.64,-32.51,31.44,103.65,-29.5937,1.55,7412504
17647.14,70.43,-32.52,31.38,104.17,-29.6016,1.55,7417511
17661.59,70.23,-32.53,31.09,103.46,-29.6172,1.55,7422509
17675.35,70.04,-32.53,31.48,103.08,-29.6172,1.55,7427508
17690.6,69.83,-32.54,31.21,104.23,-29.6406,1.55,7432511
17705.16,69.62,-32.54,31.49,103.27,-29.6406,1.55,7437512
17719.74,69.42,-32.55,31.31,103.08,-29.6562,1.55,7442515
17735.1,69.22,-32.56,31.15,103.91,-29.6641,1.55,7447519
17750.49,69.01,-32.57,31.3,103.46,-29.6875,1.55,7452516
17766.66,68.79,-32.58,30.99,104.43,-29.6875,1.55,7457517
17782.13,68.59,-32.58,31.29,102.95,-29.6953,1.55,7462518
17796.9,68.37,-32.59,31.38,103.27,-29.7109,1.56,7467520
17816.15,68.14,-32.59,31.35,103.52,-29.7109,1.56,7472521
17834.72,67.88,-32.6,31.4,103.84,-29.7109,1.56,7477526
17853.35,67.64,-32.6,30.96,103.02,-29.7187,1.56,7482521
17869.78,67.4,-32.6,31.24,104.1,-29.7266,1.56,7487526
17885.52,67.19,-32.61,30.96,103.72,-29.75,1.56,7492526
17901.28,66.98,-32.62,31.28,103.4,-29.7578,1.56,7497527
17917.85,66.76,-32.62,31.13,103.59,-29.7656,1.56,7502528
17933.7,66.55,-32.63,30.94,103.33,-29.7734,1.57,7507533
17949.59,66.34,-32.63,30.91,103.65,-29.7812,1.56,7512530
17963.25,66.14,-32.64,31.26,103.21,-29.7891,1.57,7517532
17979.98,65.95,-32.64,30.91,103.21,-29.8047,1.56,7522533
17995.22,65.74,-32.65,31.27,102.76,-29.8125,1.57,7527536
18009.75,65.54,-32.66,31.27,102.2,-29.8203,1.57,7532535
18025.07,65.34,-32.66,31.19,103.59,-29.8203,1.57,7537541
18040.43,65.14,-32.66,31.11,103.4,-29.8359,1.57,7542538
18056.6,64.94,-32.67,31.07,102.95,-29.8516,1.57,7547539
18072.04,64.74,-32.67,30.83,103.14,-29.8516,1.56,7552540
18088.29,64.53,-32.68,31.07,103.33,-29.8594,1.57,7557541
18103.03,64.33,-32.69,31.2,103.4,-29.875,1.57,7562543
18119.36,64.13,-32.69,30.84,102.58,-29.875,1.57,7567548
18134.18,63.93,-32.7,31.21,102.76,-29.875,1.57,7572547
18151.38,63.73,-32.7,31.04,102.51,-29.8906,1.57,7577544
18166.28,63.52,-32.7,30.78,103.46,-29.9062,1.57,7582545
18180.42,63.34,-32.71,31.1,102.14,-29.9062,1.57,7587549
18196.17,63.14,-32.71,30.73,102.89,-29.9219,1.57,7592550
18210.38,62.95,-32.72,31.12,101.65,-29.9219,1.58,7597555
18224.63,62.77,-32.72,31.06,103.08,-29.9375,1.58,7602552
18238.91,62.59,-32.72,31.11,102.64,-29.9375,1.58,7607554
18254.01,62.41,-32.72,30.97,102.45,-29.9453,1.58,7612557
18269.96,62.22,-32.73,30.68,101.71,-29.9531,1.58,7617556
18284.34,62.03,-32.73,30.95,101.89,-29.9687,1.58,7622557
18298.76,61.85,-32.73,30.69,102.7,-29.9766,1.58,7627563
18311.61,61.68,-32.74,31.07,101.34,-29.9844,1.58,7632560
18326.09,61.5,-32.74,30.66,102.33,-29.9922,1.58,7637561
18339.8,61.33,-32.75,31.06,101.77,-30,1.58,7642560
18354.35,61.16,-32.75,30.91,102.14,-30,1.58,7647563
18368.93,60.98,-32.75,31.03,101.4,-30.0156,1.58,7652564
18383.56,60.8,-32.75,31.01,102.33,-30.0156,1.59,7657574
18399.84,60.6,-32.75,30.8,100.91,-30.0234,1.59,7662567
18415.35,60.4,-32.76,31,102.26,-30.0312,1.59,7667568
18430.08,60.22,-32.76,31.01,101.71,-30.0391,1.59,7672569
18444.85,60.05,-32.76,31,101.95,-30.0469,1.59,7677571
18459.65,59.87,-32.76,31,101.65,-30.0469,1.59,7682572
18474.49,59.68,-32.76,30.88,102.64,-30.0547,1.59,7687577
18491.02,59.49,-32.76,30.54,101.4,-30.0625,1.59,7692574
18505.94,59.31,-32.77,30.91,101.65,-30.0703,1.59,7697577
18521.72,59.12,-32.77,30.97,101.1,-30.0703,1.59,7702577
18536.72,58.93,-32.77,30.67,102.02,-30.0703,1.59,7707578
18551.75,58.75,-32.77,30.52,102.14,-30.0781,1.59,7712579
18565.14,58.58,-32.77,30.91,101.04,-30.0937,1.59,7717584
18579.4,58.42,-32.77,30.53,101.1,-30.1094,1.59,7722582
18592.85,58.26,-32.78,30.86,101.65,-30.1094,1.59,7727583
18608.02,58.09,-32.78,30.52,101.77,-30.125,1.59,7732584
18621.53,57.92,-32.78,30.74,101.28,-30.125,1.59,7737585
18635.08,57.75,-32.78,30.56,100.97,-30.1406,1.59,7742588
18649.5,57.59,-32.79,30.78,101.22,-30.1484,1.59,7747592
18663.97,57.42,-32.79,30.73,101.59,-30.1484,1.59,7752589
18680.17,57.24,-32.79,30.51,101.34,-30.1484,1.59,7757590
18695.56,57.06,-32.79,30.45,101.16,-30.1641,1.59,7762591
18709.27,56.89,-32.79,30.77,101.16,-30.1719,1.59,7767592
18723.88,56.72,-32.79,30.49,100.67,-30.1797,1.59,7772594
18735.93,56.57,-32.79,30.59,100.73,-30.1719,1.59,7777599
18749.74,56.42,-32.78,30.56,100.25,-30.1797,1.59,7782596
18763.58,56.26,-32.78,30.57,101.1,-30.1719,1.59,7787597
18775.71,56.11,-32.78,30.8,100.91,-30.1875,1.6,7792599
18790.48,55.95,-32.77,30.45,100.43,-30.1797,1.6,7797600
18804.41,55.79,-32.77,30.37,100.31,-30.1953,1.59,7802601
18818.38,55.63,-32.77,30.65,100.73,-30.1953,1.59,7807606
18831.5,55.47,-32.77,30.38,100.01,-30.1953,1.59,7812603
18843.77,55.32,-32.77,30.54,99.72,-30.2031,1.6,7817605
18856.07,55.18,-32.76,30.63,100.43,-30.1953,1.6,7822606
18869.27,55.04,-32.76,30.76,99.95,-30.2109,1.6,7827609
18884.27,54.88,-32.76,30.33,99.9,-30.2031,1.6,7832608
18898.43,54.71,-32.75,30.37,99.54,-30.2187,1.6,7837614
18912.61,54.55,-32.75,30.61,99.72,-30.2187,1.6,7842611
18926.83,54.4,-32.75,30.47,98.43,-30.2266,1.6,7847612
18940.19,54.24,-32.75,30.35,98.95,-30.2344,1.6,7852613
18955.37,54.08,-32.74,30.58,99.01,-30.2266,1.6,7857614
18969.69,53.92,-32.74,30.26,98.78,-30.2344,1.6,7862616
18984.95,53.75,-32.73,30.47,99.13,-30.2266,1.6,7867621
18998.44,53.59,-32.73,30.68,98.49,-30.2344,1.6,7872620
19012.87,53.44,-32.72,30.69,98.61,-30.2187,1.6,7877619
19027.33,53.28,-32.71,30.59,98.49,-30.2266,1.6,7882620
19043.64,53.1,-32.7,30.32,98.84,-30.2187,1.6,7887622
19057.27,52.95,-32.7,30.61,98.43,-30.2187,1.6,7892623
19073.66,52.78,-32.68,30.31,98.66,-30.2031,1.6,7897628
19089.18,52.61,-32.67,30.56,98.49,-30.2187,1.6,7902625
19104.75,52.43,-32.67,30.24,97.8,-30.2109,1.6,7907627
19119.44,52.26,-32.66,30.68,97.29,-30.2187,1.6,7912630
19134.16,52.11,-32.65,30.44,97.92,-30.2187,1.61,7917629
19148.92,51.95,-32.64,30.27,97.24,-30.2031,1.6,7922630
19163.72,51.79,-32.63,30.58,97.52,-30.2031,1.6,7927635
19178.55,51.63,-32.62,30.62,97.63,-30.1953,1.6,7932633
19193.42,51.47,-32.61,30.54,97.46,-30.2031,1.6,7937634
19209.26,51.3,-32.6,30.63,96.62,-30.1953,1.61,7942635
19226.09,51.13,-32.59,30.66,97.35,-30.1875,1.61,7947636
19242.02,50.95,-32.58,30.29,97.24,-30.1797,1.61,7952637
19257.99,50.79,-32.57,30.31,97.01,-30.1719,1.61,7957647
19274.01,50.61,-32.56,30.55,96.85,-30.1875,1.61,7962640
19291.01,50.44,-32.55,30.32,96.85,-30.1641,1.61,7967641
19308.07,50.25,-32.54,30.43,96.68,-30.1797,1.61,7972642
19324.22,50.08,-32.53,30.36,96.29,-30.1797,1.61,7977644
19341.37,49.9,-32.52,30.46,96.24,-30.1641,1.61,7982645
19356.66,49.74,-32.52,30.27,96.07,-30.1719,1.61,7987650
19371.99,49.58,-32.51,30.65,95.91,-30.1719,1.61,7992647
19388.32,49.41,-32.5,30.29,97.01,-30.1797,1.61,7997648
19403.74,49.25,-32.49,30.69,97.52,-30.1562,1.61,8002652
19420.16,49.08,-32.48,30.53,95.36,-30.1562,1.61,8007651
19433.71,48.93,-32.47,30.62,95.85,-30.1484,1.61,8012652
19451.19,48.77,-32.46,30.53,95.85,-30.1562,1.61,8017657
19465.79,48.6,-32.45,30.3,97.69,-30.1484,1.61,8022654
19481.41,48.44,-32.44,30.64,95.42,-30.1484,1.62,8027656
19499.03,48.27,-32.43,30.26,95.25,-30.1484,1.61,8032657
19515.72,48.11,-32.42,30.65,96.79,-30.1406,1.62,8037658
19532.46,47.93,-32.41,30.41,94.88,-30.1406,1.62,8042661
19548.25,47.77,-32.4,30.32,95.04,-30.1406,1.62,8047665
19563.1,47.62,-32.4,30.46,95.52,-30.1328,1.62,8052662
19577,47.47,-32.39,30.65,96.46,-30.1328,1.62,8057663
19593.91,47.32,-32.38,30.24,95.74,-30.1406,1.62,8062664
19608.88,47.15,-32.37,30.51,95.52,-30.1328,1.62,8067665
19623.88,47,-32.37,30.67,95.52,-30.1328,1.62,8072667
19637.92,46.86,-32.35,30.64,95.63,-30.1172,1.62,8077672
19653,46.71,-32.34,30.64,95.52,-30.125,1.62,8082669
19670.14,46.55,-32.34,30.25,95.74,-30.125,1.62,8087672
19686.32,46.39,-32.33,30.51,95.31,-30.125,1.62,8092672
19700.51,46.24,-32.32,30.38,95.09,-30.1328,1.62,8097673
19715.75,46.09,-32.32,30.58,95.15,-30.125,1.62,8102674
19731.04,45.95,-32.31,30.28,95.09,-30.125,1.62,8107679
19744.32,45.81,-32.3,30.6,95.47,-30.125,1.62,8112676
19759.68,45.66,-32.29,30.32,94.56,-30.125,1.62,8117678
19776.11,45.5,-32.29,30.28,94.4,-30.1328,1.62,8122679
19791.55,45.35,-32.28,30.28,94.66,-30.1328,1.62,8127680
19806,45.21,-32.27,30.34,94.88,-30.1328,1.62,8132683
19820.5,45.06,-32.27,30.62,94.5,-30.1328,1.62,8137687
19836.06,44.93,-32.26,30.52,95.15,-30.125,1.62,8142684
19850.63,44.79,-32.26,30.47,94.61,-30.1328,1.62,8147685
19865.23,44.64,-32.25,30.42,94.82,-30.1328,1.62,8152686
19878.82,44.5,-32.24,30.54,94.45,-30.125,1.62,8157687
19893.49,44.37,-32.24,30.46,93.92,-30.1328,1.62,8162689
19907.15,44.24,-32.23,30.59,94.35,-30.1172,1.62,8167694
19924.01,44.09,-32.22,30.24,94.56,-30.125,1.62,8172691
19938.8,43.94,-32.21,30.2,94.24,-30.1172,1.62,8177692
19952.57,43.8,-32.21,30.54,93.87,-30.125,1.62,8182693
19966.37,43.68,-32.2,30.56,94.03,-30.1172,1.62,8187695
19981.27,43.54,-32.19,30.18,93.92,-30.125,1.62,8192696
19996.21,43.4,-32.18,30.2,94.29,-30.1172,1.62,8197701
20010.11,43.26,-32.18,30.55,93.56,-30.125,1.62,8202698
20022.98,43.14,-32.17,30.14,94.03,-30.1172,1.62,8207699
20036.95,43.01,-32.17,30.17,94.32,-30.1328,1.62,8212701
20050.96,42.88,-32.17,30.46,93.51,-30.1328,1.62,8217704
20066.08,42.74,-32.16,30.14,94.03,-30.1406,1.62,8222703
20081.25,42.61,-32.16,30.37,93.82,-30.1406,1.62,8227708
20096.45,42.47,-32.16,30.37,94,-30.1406,1.62,8232706
20110.6,42.33,-32.16,30.36,93.87,-30.1484,1.62,8237707
20123.7,42.21,-32.15,30.15,93.45,-30.1406,1.62,8242708
20137.92,42.08,-32.15,30.08,94.11,-30.1484,1.62,8247709
20151.08,41.96,-32.15,30.41,94.08,-30.1484,1.62,8252710
20165.37,41.84,-32.15,30.12,93.56,-30.1641,1.62,8257716
20180.8,41.7,-32.14,30.34,93.58,-30.1562,1.62,8262715
20195.17,41.57,-32.14,30.28,94,-30.1641,1.62,8267714
20209.57,41.44,-32.14,30.05,94.11,-30.1562,1.62,8272715
20224.01,41.3,-32.13,30.3,93.48,-30.1641,1.62,8277716
20237.37,41.18,-32.13,30.15,94,-30.1641,1.62,8282718
20253,41.05,-32.12,30.37,93.69,-30.1562,1.62,8287723
20267.54,40.91,-32.12,30.11,93.79,-30.1719,1.62,8292720
20282.14,40.79,-32.11,30.27,93.58,-30.1641,1.62,8297721
20296.76,40.66,-32.11,30.01,94,-30.1719,1.62,8302723
20310.29,40.53,-32.11,30.13,93.38,-30.1641,1.62,8307724
20323.86,40.4,-32.1,29.99,95.18,-30.1797,1.62,8312725
20339.73,40.28,-32.1,29.94,93.9,-30.1719,1.62,8317730
20354.5,40.14,-32.1,30.21,94.32,-30.1875,1.62,8322727
20369.32,40.01,-32.1,29.88,94.75,-30.1875,1.62,8327729
20384.17,39.88,-32.09,30.28,94.96,-30.1875,1.62,8332730
20397.92,39.77,-32.09,29.97,94.75,-30.1875,1.62,8337731
20410.55,39.65,-32.09,30.32,94.53,-30.1875,1.62,8342732
20424.36,39.54,-32.08,30.15,94.43,-30.1953,1.62,8347742
20439.36,39.4,-32.08,29.91,94.75,-30.1953,1.62,8352735
20455.56,39.27,-32.07,29.9,94.43,-30.1875,1.62,8357736
20470.64,39.14,-32.07,29.93,93.79,-30.1953,1.62,8362737
20484.6,39.01,-32.06,30.12,94.11,-30.1953,1.63,8367738
20499.76,38.89,-32.06,30.1,93.79,-30.1953,1.63,8372740
20516.14,38.75,-32.05,30.11,93.79,-30.1875,1.63,8377745
20533.73,38.61,-32.04,29.8,93.27,-30.1953,1.62,8382742
20549.03,38.46,-32.04,30.17,93.69,-30.1875,1.63,8387743
20564.37,38.33,-32.03,29.88,93.48,-30.1953,1.63,8392747
20577.38,38.22,-32.02,30.23,93.79,-30.1875,1.63,8397746
20591.61,38.1,-32.01,30.06,92.86,-30.1953,1.63,8402747
20607.06,37.97,-32,30.21,93.17,-30.1875,1.63,8407752
20623.75,37.84,-32,30,92.96,-30.1797,1.63,8412749
20640.5,37.7,-31.99,29.81,92.86,-30.1719,1.63,8417751
20654.89,37.57,-31.98,30.12,93.07,-30.1719,1.63,8422752
20669.32,37.45,-31.96,29.85,92.66,-30.1719,1.63,8427753
20683.78,37.33,-31.96,30.16,92.66,-30.1719,1.63,8432754
20698.29,37.21,-31.95,30.05,92.55,-30.1641,1.63,8437760
20714.04,37.08,-31.94,30.05,92.15,-30.1641,1.63,8442757
20728.62,36.96,-31.93,30.06,91.85,-30.1641,1.63,8447758
